Department Number,Department Name,Latitude,Longitude,Department Id
2,Fitness,18.2514534,-66.03705597,1
2,Fitness,18.27945137,-66.0370636,2
2,Fitness,37.29223251,-121.881279,3
2,Fitness,34.12594605,-118.2910156,4
2,Fitness,18.25376892,-66.03704834,5
2,Fitness,43.01396942,-78.87906647,6
2,Fitness,18.24253845,-66.03705597,7
2,Fitness,25.92886925,-80.16287231,8
2,Fitness,18.23322296,-66.03705597,9
2,Fitness,37.77399063,-121.966629,10
2,Fitness,18.28284454,-66.03705597,11
2,Fitness,40.65486527,-73.58707428,12
2,Fitness,36.6763382,-121.656517,13
2,Fitness,18.27843857,-66.03705597,14
2,Fitness,42.52627564,-70.92703247,15
2,Fitness,18.28404999,-66.03705597,16
2,Fitness,18.3957901,-65.87288666,17
2,Fitness,33.89869309,-118.1745605,18
2,Fitness,18.233778,-66.0370636,19
2,Fitness,42.04830551,-87.96134186,20
2,Fitness,33.78245163,-118.1922455,21
2,Fitness,18.28337669,-66.03705597,22
2,Fitness,38.61177445,-121.2828674,23
2,Fitness,18.20733643,-66.03705597,24
2,Fitness,45.78831101,-108.5594101,25
2,Fitness,18.26163292,-66.03705597,26
2,Fitness,41.23545456,-75.86985779,27
2,Fitness,18.27022362,-66.0370636,28
2,Fitness,41.86886215,-84.57365418,29
2,Fitness,33.90942383,-118.1253586,30
2,Fitness,18.27526093,-66.0370636,31
2,Fitness,41.86544037,-88.10990143,32
2,Fitness,18.28713608,-66.03705597,33
2,Fitness,42.39110184,-83.13121796,34
2,Fitness,32.86539459,-96.86858368,35
2,Fitness,18.24074173,-66.03705597,36
2,Fitness,40.03171921,-76.87709808,37
2,Fitness,32.81010819,-96.68649292,38
2,Fitness,18.28604889,-66.03705597,39
2,Fitness,39.68188095,-75.64421082,40
2,Fitness,34.15893936,-118.1809387,41
2,Fitness,18.28294563,-66.0370636,42
2,Fitness,33.81632614,-84.44550324,43
2,Fitness,18.24103928,-66.0370636,44
2,Fitness,37.49027634,-121.9271088,45
2,Fitness,18.26469612,-66.03705597,46
2,Fitness,43.18824005,-77.56706238,47
2,Fitness,32.753685,-96.86553955,48
4,Apparel,18.38011932,-66.18312836,49
5,Golf,18.23557282,-66.3706131,50
5,Golf,18.02536774,-66.61303711,51
5,Golf,18.27383804,-66.37063599,52
5,Golf,18.2848053,-66.37059021,53
5,Golf,18.29496765,-66.37050629,54
5,Golf,18.25571251,-66.37050629,55
3,Footwear,18.23466301,-66.37059784,56
3,Footwear,18.26268196,-66.37049866,57
4,Apparel,18.28279495,-66.37055969,58
4,Apparel,18.27466202,-66.37058258,59
3,Footwear,18.2689991,-66.37049866,60
5,Golf,18.2308178,-66.37052155,61
6,Outdoors,18.26138115,-66.37056732,62
6,Outdoors,18.23650742,-66.37051392,63
3,Footwear,18.35921478,-66.07779694,64
3,Footwear,18.29944229,-66.37052155,65
3,Footwear,18.28996849,-66.37054443,66
4,Apparel,18.2275734,-66.04563141,67
4,Apparel,18.2988205,-66.37059784,68
4,Apparel,18.02538109,-66.61508179,69
4,Apparel,18.25048637,-66.37062836,70
5,Golf,18.29944229,-66.37052155,71
5,Golf,18.24069786,-66.37055969,72
5,Golf,18.26268196,-66.37049866,73
6,Outdoors,18.21209908,-66.37050629,74
3,Footwear,18.23131371,-66.37062836,75
4,Apparel,18.29652023,-66.04867554,76
4,Apparel,18.28746414,-66.37054443,77
4,Apparel,18.29108048,-66.37050629,78
4,Apparel,18.24984551,-66.37050629,79
4,Apparel,18.24984551,-66.37050629,80
4,Apparel,18.25671768,-66.37062836,81
4,Apparel,18.24754334,-66.0253067,82
5,Golf,18.27673721,-66.37055206,83
5,Golf,18.2968483,-66.37050629,84
5,Golf,18.29609299,-66.37050629,85
5,Golf,18.29108048,-66.37050629,86
5,Golf,18.2105732,-66.37058258,87
5,Golf,18.20111656,-66.37059021,88
5,Golf,18.21469116,-66.37051392,89
5,Golf,18.21469116,-66.37051392,90
5,Golf,18.28425598,-66.37058258,91
5,Golf,18.20666885,-66.37056732,92
5,Golf,18.35907555,-66.07783508,93
5,Golf,18.26378822,-66.37052918,94
5,Golf,18.20330429,-66.37052155,95
5,Golf,18.22487068,-66.37052155,96
5,Golf,18.25061035,-66.37062836,97
5,Golf,18.27340317,-66.37052155,98
5,Golf,18.29137993,-66.3705368,99
5,Golf,18.24738884,-66.37057495,100
5,Golf,18.27920532,-66.37055206,101
5,Golf,17.98249054,-66.1126709,102
5,Golf,18.24496079,-66.3705368,103
5,Golf,18.28453636,-66.37060547,104
5,Golf,18.28339195,-66.37051392,105
5,Golf,18.22172546,-66.37059021,106
5,Golf,18.25333214,-66.37051392,107
5,Golf,18.22976875,-66.37052918,108
5,Golf,18.22978401,-66.37054443,109
5,Golf,18.22758102,-66.04357147,110
5,Golf,18.22297287,-66.37059021,111
5,Golf,18.24120712,-66.37050629,112
5,Golf,18.05199051,-66.50184631,113
5,Golf,18.26378822,-66.37052918,114
5,Golf,18.20664215,-66.37052918,115
6,Outdoors,18.27825165,-66.37059784,116
6,Outdoors,18.27920532,-66.37055206,117
6,Outdoors,17.98249054,-66.1126709,118
7,Fan Shop,18.22776032,-66.37059021,119
2,Fitness,18.2362442,-66.37062073,120
3,Footwear,18.21949196,-66.37052918,121
3,Footwear,18.25289154,-66.37058258,122
3,Footwear,18.22985077,-66.37062073,123
3,Footwear,18.22190094,-66.37052155,124
3,Footwear,18.26019096,-66.37052918,125
3,Footwear,18.28128624,-66.37050629,126
3,Footwear,18.21101761,-66.37052918,127
3,Footwear,18.22019768,-66.37058258,128
3,Footwear,18.25534058,-66.37050629,129
3,Footwear,18.23215866,-66.37059021,130
4,Apparel,18.20737648,-66.37055206,131
4,Apparel,18.27331543,-66.37060547,132
4,Apparel,18.2626648,-66.3706131,133
4,Apparel,18.26016426,-66.37059021,134
4,Apparel,18.24535179,-66.37059784,135
4,Apparel,18.21775055,-66.37060547,136
4,Apparel,18.29214859,-66.3706131,137
3,Footwear,18.26737404,-66.37062836,138
4,Apparel,18.29659462,-66.37059021,139
4,Apparel,18.27468491,-66.37056732,140
4,Apparel,18.21944618,-66.37057495,141
4,Apparel,18.29659462,-66.37059021,142
4,Apparel,18.23975563,-66.37059021,143
7,Fan Shop,18.2643261,-66.37060547,144
7,Fan Shop,18.21944618,-66.37057495,145
10,Technology,18.27085495,-66.03705597,146
10,Technology,18.23665237,-66.0370636,147
10,Technology,18.28206062,-66.03705597,148
10,Technology,18.21524239,-66.03705597,149
10,Technology,18.25598526,-66.03705597,150
10,Technology,18.28172112,-66.03705597,151
10,Technology,18.23458481,-66.03705597,152
10,Technology,18.25249672,-66.03704834,153
10,Technology,18.25508499,-66.03705597,154
10,Technology,18.28042221,-66.0370636,155
10,Technology,18.23288918,-66.0370636,156
10,Technology,18.22864342,-66.0370636,157
10,Technology,18.29532433,-66.03705597,158
10,Technology,18.24217796,-66.0370636,159
10,Technology,18.25569725,-66.0370636,160
10,Technology,18.26639938,-66.0370636,161
10,Technology,18.23524284,-66.03705597,162
10,Technology,18.25786781,-66.03705597,163
10,Technology,18.22337914,-66.03705597,164
10,Technology,18.23107529,-66.03705597,165
10,Technology,18.26862907,-66.03705597,166
10,Technology,18.22708893,-66.0370636,167
10,Technology,18.23437882,-66.03705597,168
10,Technology,18.29236603,-66.0370636,169
10,Technology,18.21356773,-66.0370636,170
10,Technology,18.2920475,-66.0370636,171
10,Technology,18.24609184,-66.0370636,172
10,Technology,18.20939446,-66.03705597,173
10,Technology,18.29184341,-66.03704834,174
2,Fitness,18.2275734,-66.0437088,175
2,Fitness,18.28542137,-66.37056732,176
2,Fitness,18.24692345,-66.37057495,177
3,Footwear,18.23379898,-66.37056732,178
3,Footwear,18.24496079,-66.3705368,179
3,Footwear,18.23220825,-66.37062836,180
3,Footwear,18.26521111,-66.37055206,181
3,Footwear,18.28570366,-66.37050629,182
3,Footwear,18.2968502,-66.37062836,183
3,Footwear,40.65486527,-73.58707428,184
3,Footwear,38.74266434,-76.9917984,185
3,Footwear,35.36254501,-119.0186996,186
3,Footwear,38.74266434,-76.9917984,187
4,Apparel,40.74210739,-73.86962128,188
4,Apparel,39.28849411,-84.3551178,189
4,Apparel,39.1836586,-77.26545715,190
5,Golf,32.96593094,-96.84902191,191
5,Golf,39.1836586,-77.26545715,192
5,Golf,29.83435631,-95.33792877,193
5,Golf,40.65486527,-73.58707428,194
5,Golf,29.83435631,-95.33792877,195
5,Golf,40.2372818,-76.96795654,196
5,Golf,34.20339966,-118.6059036,197
6,Outdoors,21.31185532,-158.0046844,198
6,Outdoors,40.09635925,-74.21524048,199
4,Apparel,43.21662521,-75.45603943,200
4,Apparel,33.21121979,-117.2510605,201
5,Golf,32.8013916,-97.3302536,202
5,Golf,32.8013916,-97.3302536,203
5,Golf,43.78569031,-88.47438049,204
6,Outdoors,39.79661942,-75.47006989,205
3,Footwear,34.07656479,-117.61409,206
4,Apparel,28.62217712,-81.20755768,207
4,Apparel,42.9666214,-78.74194336,208
4,Apparel,21.30562019,-157.8386993,209
4,Apparel,33.18587494,-117.3658524,210
4,Apparel,43.02910233,-78.87342072,211
5,Golf,36.82690048,-119.6776962,212
5,Golf,40.70170975,-73.80841827,213
5,Golf,38.69002152,-90.14477539,214
5,Golf,42.41968918,-71.10621643,215
5,Golf,34.04991913,-117.7161026,216
5,Golf,33.41519928,-111.9199905,217
5,Golf,33.74279404,-117.8847504,218
5,Golf,39.9602356,-76.67675781,219
6,Outdoors,39.74543381,-104.8753815,220
3,Footwear,34.27391052,-118.7662125,221
3,Footwear,39.04636002,-76.98272705,222
3,Footwear,44.72552109,-93.20613098,223
3,Footwear,29.45598984,-98.52809143,224
3,Footwear,39.95672989,-75.19525909,225
3,Footwear,39.95672989,-75.19525909,226
3,Footwear,40.03775024,-75.06806183,227
3,Footwear,40.86353684,-73.87049866,228
4,Apparel,35.60034943,-77.33486939,229
4,Apparel,40.80119324,-74.48561096,230
4,Apparel,32.77627945,-117.1342163,231
4,Apparel,34.19039154,-119.177803,232
4,Apparel,25.82507515,-80.19588471,233
4,Apparel,35.13143921,-106.5452042,234
4,Apparel,35.18754196,-101.8676224,235
4,Apparel,28.08681297,-82.43898773,236
4,Apparel,44.07210541,-12.13232708,237
4,Apparel,40.41255188,-74.41832733,238
4,Apparel,34.85777283,-80.84423828,239
4,Apparel,34.06832504,-117.6557541,240
4,Apparel,40.80119324,-74.48561096,241
4,Apparel,29.7805748,-95.17199707,242
4,Apparel,37.05174255,-76.40163422,243
4,Apparel,40.74559021,-73.97927856,244
4,Apparel,35.93829727,-118.9438477,245
4,Apparel,45.59825897,-12.27242851,246
4,Apparel,41.3469696,-81.82631683,247
4,Apparel,31.65174103,-106.2676239,248
4,Apparel,29.77310181,-100.6121979,249
4,Apparel,42.9666214,-78.74194336,250
4,Apparel,29.7805748,-95.17199707,251
4,Apparel,40.86649323,-111.8493271,252
4,Apparel,37.05174255,-76.40163422,253
4,Apparel,47.39371109,-122.2228317,254
4,Apparel,41.74866486,-87.66320038,255
4,Apparel,41.95851135,-70.66861725,256
4,Apparel,40.59949493,-73.76248169,257
4,Apparel,29.66958237,-95.24147034,258
4,Apparel,40.01562119,-75.08410645,259
4,Apparel,34.27391052,-118.7662125,260
4,Apparel,42.39807892,-83.20157623,261
4,Apparel,33.77366638,-118.0033035,262
4,Apparel,32.74953461,-117.1046524,263
4,Apparel,41.89551926,-87.71821594,264
4,Apparel,33.99459839,-117.9534302,265
4,Apparel,37.32554245,-121.7993469,266
4,Apparel,21.30562019,-157.8386993,267
4,Apparel,41.71363831,-81.36167908,268
4,Apparel,37.34306717,-121.9839325,269
4,Apparel,33.68896103,-117.9957428,270
4,Apparel,33.79319763,-118.1895294,271
4,Apparel,33.75820923,-118.0019073,272
4,Apparel,26.21472931,-80.23004913,273
5,Golf,34.13932037,-117.9074402,274
5,Golf,26.0984993,-80.27095032,275
5,Golf,29.46007919,-98.52754211,276
5,Golf,40.35742188,-74.64842224,277
5,Golf,40.50980377,-74.26966858,278
5,Golf,25.93001556,-80.16291046,279
5,Golf,39.27056122,-84.27059174,280
5,Golf,36.91083145,-76.12958527,281
5,Golf,38.15983963,-85.59026337,282
5,Golf,43.16891098,-78.69216156,283
5,Golf,41.89491653,-87.76180267,284
5,Golf,40.58441544,-74.15991974,285
5,Golf,32.27982712,-110.9582291,286
5,Golf,41.92736816,-70.7484436,287
6,Outdoors,41.47653961,-81.72341919,288
6,Outdoors,40.87030411,-73.87062073,289
6,Outdoors,42.42012024,-79.31320953,290
6,Outdoors,37.92684937,-121.3893051,291
6,Outdoors,35.18754196,-101.8676224,292
6,Outdoors,39.45571137,-77.96917725,293
7,Fan Shop,39.6300354,-78.74319458,294
2,Fitness,40.56959915,-89.64508057,295
3,Footwear,30.49767876,-84.23183441,296
4,Apparel,30.35342217,-81.51309204,297
5,Golf,42.00220108,-71.51410675,298
5,Golf,38.1355629,-121.2693405,299
6,Outdoors,33.71007919,-84.11247253,300
2,Fitness,41.7158165,-87.7405777,301
3,Footwear,42.39391327,-83.00836945,302
3,Footwear,34.10591126,-118.1196442,303
3,Footwear,42.34568787,-83.52059174,304
3,Footwear,43.02910233,-78.87342072,305
3,Footwear,33.58987427,-112.1163712,306
3,Footwear,30.0380249,-90.25691986,307
3,Footwear,40.33852005,-80.1289444,308
3,Footwear,29.50280953,-98.5945282,309
3,Footwear,40.20738983,-74.79347992,310
3,Footwear,35.21362686,-89.82608032,311
3,Footwear,47.30304337,-122.3528137,312
3,Footwear,32.69542313,-117.0990067,313
3,Footwear,42.0063591,-87.66739655,314
3,Footwear,34.12594605,-118.2910156,315
3,Footwear,40.87142944,-73.87063599,316
3,Footwear,33.56687927,-117.7633209,317
3,Footwear,41.88238525,-88.20149994,318
4,Apparel,34.06787491,-117.9273758,319
4,Apparel,34.24124908,-119.1945419,320
4,Apparel,38.91826248,-77.03946686,321
4,Apparel,27.96565437,-82.25280762,322
4,Apparel,21.41555023,-157.803894,323
5,Golf,34.26494217,-119.218605,324
5,Golf,40.64059448,-73.97518921,325
5,Golf,33.22548676,-117.3070679,326
5,Golf,32.73230743,-97.47290802,327
5,Golf,41.95851135,-70.66861725,328
5,Golf,40.64059448,-73.97518921,329
5,Golf,41.48426819,-81.5922699,330
5,Golf,39.92448425,-75.1757431,331
5,Golf,38.11602402,-121.3637238,332
5,Golf,35.40139771,-119.0448837,333
5,Golf,39.94662857,-75.21822357,334
5,Golf,33.78245163,-118.1922455,335
5,Golf,37.3288765,-121.8501511,336
5,Golf,35.75965881,-86.26461029,337
5,Golf,33.0895195,-117.2552032,338
5,Golf,39.3985405,-84.55661774,339
5,Golf,29.69653702,-95.6459198,340
5,Golf,40.82476044,-73.94992065,341
5,Golf,37.67551041,-122.0496826,342
5,Golf,39.42603684,-75.23985291,343
5,Golf,39.45571137,-77.96917725,344
5,Golf,40.74032211,-73.30113983,345
5,Golf,42.11048508,-88.08236694,346
5,Golf,33.08282852,-82.9998703,347
5,Golf,34.1971817,-118.4865265,348
5,Golf,25.94878006,-80.28707886,349
5,Golf,34.09960938,-118.3507385,350
5,Golf,44.95698166,-93.06536865,351
5,Golf,40.52578354,-74.39421845,352
5,Golf,29.73701477,-94.96875763,353
5,Golf,34.09960938,-118.3507385,354
5,Golf,34.31019974,-118.4530792,355
5,Golf,42.11048508,-88.08236694,356
5,Golf,44.05973816,-12.13093758,357
5,Golf,29.73701477,-94.96875763,358
6,Outdoors,38.11602402,-121.3637238,359
6,Outdoors,25.89801979,-80.24020386,360
6,Outdoors,44.77007294,-93.28409576,361
6,Outdoors,40.85692978,-73.39674377,362
2,Fitness,18.29136658,-66.03705597,363
2,Fitness,37.34466934,-122.0356674,364
2,Fitness,29.60960579,-95.61593628,365
2,Fitness,18.26264191,-66.03705597,366
2,Fitness,42.34962845,-71.15328217,367
2,Fitness,18.25866509,-66.03705597,368
2,Fitness,33.77395248,-117.9618988,369
2,Fitness,18.21509743,-66.0370636,370
2,Fitness,46.81184387,-100.7877197,371
2,Fitness,18.20598602,-66.03705597,372
2,Fitness,39.14162064,-77.2270813,373
2,Fitness,18.20355415,-66.03705597,374
2,Fitness,46.81184387,-100.7877197,375
2,Fitness,21.32156754,-157.8721771,376
2,Fitness,33.90219879,-84.15373993,377
2,Fitness,18.21857071,-66.03705597,378
2,Fitness,36.91083145,-76.12958527,379
2,Fitness,34.13932037,-117.9074402,380
2,Fitness,33.78245163,-118.1922455,381
2,Fitness,40.86618042,-73.87023926,382
2,Fitness,18.27690888,-66.03705597,383
2,Fitness,40.3957901,-111.5488815,384
2,Fitness,35.56920242,-87.08045197,385
2,Fitness,18.25554657,-66.03705597,386
2,Fitness,37.92684937,-121.3893127,387
2,Fitness,34.02061462,-84.42745972,388
2,Fitness,18.23998261,-66.03705597,389
2,Fitness,42.83187103,-86.07852173,390
2,Fitness,42.25645828,-83.41688538,391
2,Fitness,40.66080093,-73.92007446,392
2,Fitness,18.2498951,-66.0370636,393
2,Fitness,39.68975067,-105.0245895,394
2,Fitness,42.52365494,-85.69445801,395
2,Fitness,18.29883003,-66.0370636,396
2,Fitness,41.7828064,-87.61464691,397
2,Fitness,18.29244614,-66.0370636,398
2,Fitness,42.40109634,-82.92513275,399
2,Fitness,18.20002747,-66.03704834,400
2,Fitness,36.04489517,-86.35327148,401
2,Fitness,18.23353386,-66.0370636,402
2,Fitness,41.47214127,-81.73681641,403
2,Fitness,18.28108215,-66.03705597,404
2,Fitness,43.16891098,-78.69216156,405
2,Fitness,18.20433235,-66.03705597,406
2,Fitness,38.77838135,-90.50777435,407
2,Fitness,34.09960938,-118.3507385,408
2,Fitness,37.32138825,-122.0307388,409
2,Fitness,18.23747444,-66.0370636,410
2,Fitness,37.15639114,-93.28601074,411
2,Fitness,18.28423882,-66.03704834,412
2,Fitness,33.64875412,-117.6374283,413
2,Fitness,34.11436462,-118.192482,414
2,Fitness,18.23448372,-66.0370636,415
2,Fitness,34.0256691,-84.35742188,416
2,Fitness,18.2726593,-66.03705597,417
2,Fitness,42.24398804,-83.61991119,418
2,Fitness,40.64059448,-73.97518921,419
2,Fitness,18.28867149,-66.0370636,420
2,Fitness,33.57873154,-112.266098,421
2,Fitness,18.20901108,-66.03705597,422
2,Fitness,33.76652145,-117.9461899,423
2,Fitness,18.29984283,-66.03705597,424
2,Fitness,39.81664658,-74.98467255,425
2,Fitness,35.28209686,-89.97310638,426
2,Fitness,36.0810051,-86.6870575,427
2,Fitness,18.27984047,-66.03704834,428
2,Fitness,40.65987396,-112.0028687,429
2,Fitness,18.25708389,-66.03704834,430
2,Fitness,35.36254501,-119.0186996,431
2,Fitness,18.21950722,-66.03704834,432
2,Fitness,34.07363892,-117.7083511,433
2,Fitness,18.25214958,-66.03705597,434
2,Fitness,30.49506187,-84.24580383,435
2,Fitness,18.2536087,-66.0370636,436
2,Fitness,40.68703461,-73.62446594,437
2,Fitness,18.26331902,-66.03705597,438
2,Fitness,40.76861954,-73.90949249,439
2,Fitness,37.01370621,-121.5893478,440
2,Fitness,18.21694946,-66.03705597,441
2,Fitness,34.13360977,-117.9058914,442
2,Fitness,18.28720284,-66.03705597,443
2,Fitness,36.11019898,-81.52600861,444
2,Fitness,40.88164902,-81.25228119,445
2,Fitness,44.63076019,-123.1084366,446
2,Fitness,18.1501503,-65.82595062,447
2,Fitness,18.24564171,-66.03705597,448
2,Fitness,40.68665695,-73.37553406,449
2,Fitness,41.42148209,-82.09407044,450
2,Fitness,18.20097351,-66.03704834,451
2,Fitness,33.93642426,-117.4205856,452
2,Fitness,18.29039574,-66.03705597,453
2,Fitness,33.83179474,-118.261322,454
2,Fitness,33.41001129,-111.7717972,455
2,Fitness,18.26308632,-66.03705597,456
2,Fitness,21.343153,-157.906601,457
2,Fitness,18.26687813,-66.03705597,458
5,Golf,18.23131371,-66.37062836,459
5,Golf,18.22298622,-66.37062836,460
3,Footwear,18.24115372,-66.37056732,461
5,Golf,18.27383804,-66.37063599,462
3,Footwear,18.29496765,-66.37050629,463
4,Apparel,18.24503517,-66.3706131,464
4,Apparel,18.2848053,-66.37059021,465
4,Apparel,18.20116615,-66.37051392,466
4,Apparel,18.28177071,-66.3705368,467
4,Apparel,18.22202492,-66.37055969,468
5,Golf,18.20116615,-66.37051392,469
5,Golf,18.21871948,-66.37054443,470
6,Outdoors,18.25518417,-66.3706131,471
6,Outdoors,18.29124832,-66.37056732,472
4,Apparel,18.23452568,-66.37062073,473
2,Fitness,18.28279495,-66.37055969,474
3,Footwear,18.22754669,-66.04360199,475
3,Footwear,18.28764534,-66.3706131,476
4,Apparel,18.28764534,-66.3706131,477
5,Golf,18.27466202,-66.37058258,478
5,Golf,18.23387528,-66.3705368,479
3,Footwear,18.2833519,-66.37052155,480
6,Outdoors,18.2248497,-66.37051392,481
3,Footwear,18.26249504,-66.3705368,482
3,Footwear,18.23684692,-66.37060547,483
3,Footwear,18.24496269,-66.37059021,484
4,Apparel,18.24069786,-66.37055969,485
4,Apparel,18.02538109,-66.61508179,486
4,Apparel,18.35921478,-66.07779694,487
5,Golf,18.2275734,-66.0435791,488
5,Golf,18.20705986,-66.37054443,489
5,Golf,18.24979973,-66.37058258,490
5,Golf,18.24069786,-66.37055969,491
5,Golf,18.27879143,-66.37057495,492
5,Golf,18.24979973,-66.37058258,493
5,Golf,18.24411583,-66.37062836,494
5,Golf,18.29944229,-66.37052155,495
6,Outdoors,18.24979973,-66.37058258,496
3,Footwear,18.24774361,-66.37059784,497
3,Footwear,18.26596832,-66.37063599,498
3,Footwear,18.20471764,-66.37059021,499
4,Apparel,18.24984551,-66.37050629,500
