Product Id,Shipping Id,Department Id,Order Id,Customer Id,Sales,Order Item Discount,Order Item Quantity,Order Item Total,Order Profit Per Order,Benefit per order,Sales per customer,Late_delivery_risk,Delivery Status,Sales Id
1,1,1,1,1,327.75,13.10999966,1,314.6400146,91.25,91.25,314.6400146,0,Advance shipping,1
2,2,2,2,2,327.75,16.38999939,1,311.3599854,-249.0899963,-249.0899963,311.3599854,1,Late delivery,2
3,3,3,3,3,327.75,18.03000069,1,309.7200012,-247.7799988,-247.7799988,309.7200012,0,Shipping on time,3
4,4,4,4,4,327.75,22.94000053,1,304.8099976,22.86000061,22.86000061,304.8099976,0,Advance shipping,4
5,5,5,5,5,327.75,29.5,1,298.25,134.2100067,134.2100067,298.25,0,Advance shipping,5
6,6,6,6,6,327.75,32.77999878,1,294.980011,18.57999992,18.57999992,294.980011,0,Shipping canceled,6
7,7,7,7,7,327.75,39.33000183,1,288.4200134,95.18000031,95.18000031,288.4200134,1,Late delivery,7
8,8,8,8,8,327.75,42.61000061,1,285.1400146,68.43000031,68.43000031,285.1400146,1,Late delivery,8
9,9,9,9,9,327.75,49.15999985,1,278.5899963,133.7200012,133.7200012,278.5899963,1,Late delivery,9
10,10,10,10,10,327.75,52.43999863,1,275.3099976,132.1499939,132.1499939,275.3099976,1,Late delivery,10
11,11,11,11,11,327.75,55.72000122,1,272.0299988,130.5800018,130.5800018,272.0299988,0,Shipping canceled,11
12,12,12,12,12,327.75,59.0,1,268.7600098,45.68999863,45.68999863,268.7600098,1,Late delivery,12
13,13,13,13,13,327.75,65.55000305,1,262.2000122,21.76000023,21.76000023,262.2000122,1,Late delivery,13
14,14,14,14,14,327.75,81.94000244,1,245.8099976,24.57999992,24.57999992,245.8099976,1,Late delivery,14
15,15,15,15,15,327.75,0.0,1,327.75,16.38999939,16.38999939,327.75,1,Late delivery,15
16,16,16,16,16,327.75,3.279999971,1,324.4700012,-259.5799866,-259.5799866,324.4700012,1,Late delivery,16
17,17,17,17,17,327.75,6.559999943,1,321.2000122,-246.3600006,-246.3600006,321.2000122,1,Late delivery,17
18,18,18,18,18,327.75,9.829999924,1,317.9200134,23.84000015,23.84000015,317.9200134,1,Late delivery,18
19,19,19,19,19,327.75,13.10999966,1,314.6400146,102.2600021,102.2600021,314.6400146,1,Late delivery,19
20,20,20,20,20,327.75,16.38999939,1,311.3599854,87.18000031,87.18000031,311.3599854,0,Shipping on time,20
21,21,21,21,21,327.75,18.03000069,1,309.7200012,154.8600006,154.8600006,309.7200012,0,Shipping on time,21
22,22,22,22,22,327.75,22.94000053,1,304.8099976,82.30000305,82.30000305,304.8099976,1,Late delivery,22
23,23,23,23,23,327.75,29.5,1,298.25,22.37000084,22.37000084,298.25,1,Late delivery,23
24,24,24,24,24,327.75,32.77999878,1,294.980011,17.70000076,17.70000076,294.980011,0,Shipping canceled,24
25,25,25,25,25,327.75,39.33000183,1,288.4200134,90.27999878,90.27999878,288.4200134,0,Shipping canceled,25
26,26,26,26,26,327.75,42.61000061,1,285.1400146,131.1699982,131.1699982,285.1400146,1,Late delivery,26
27,27,27,27,27,327.75,49.15999985,1,278.5899963,90.54000092,90.54000092,278.5899963,1,Late delivery,27
28,28,28,28,28,327.75,52.43999863,1,275.3099976,82.58999634,82.58999634,275.3099976,0,Shipping on time,28
29,29,29,29,29,327.75,55.72000122,1,272.0299988,-17.13999939,-17.13999939,272.0299988,0,Advance shipping,29
30,30,30,30,30,327.75,59.0,1,268.7600098,23.64999962,23.64999962,268.7600098,0,Advance shipping,30
31,31,31,31,31,327.75,65.55000305,1,262.2000122,73.41999817,73.41999817,262.2000122,1,Late delivery,31
32,32,32,32,32,327.75,81.94000244,1,245.8099976,113.0699997,113.0699997,245.8099976,1,Late delivery,32
33,33,33,33,33,327.75,0.0,1,327.75,24.57999992,24.57999992,327.75,0,Shipping on time,33
34,34,34,34,34,327.75,3.279999971,1,324.4700012,-97.33999634,-97.33999634,324.4700012,1,Late delivery,34
35,35,35,35,35,327.75,6.559999943,1,321.2000122,-425.5799866,-425.5799866,321.2000122,1,Late delivery,35
36,36,36,36,36,327.75,9.829999924,1,317.9200134,152.6000061,152.6000061,317.9200134,1,Late delivery,36
37,37,37,37,37,327.75,13.10999966,1,314.6400146,151.0299988,151.0299988,314.6400146,1,Late delivery,37
38,38,38,38,38,327.75,16.38999939,1,311.3599854,62.27000046,62.27000046,311.3599854,1,Late delivery,38
39,39,39,39,39,327.75,18.03000069,1,309.7200012,35.0,35.0,309.7200012,1,Late delivery,39
40,40,40,40,40,327.75,22.94000053,1,304.8099976,57.29999924,57.29999924,304.8099976,0,Shipping canceled,40
41,41,41,41,41,327.75,29.5,1,298.25,143.1600037,143.1600037,298.25,1,Late delivery,41
42,42,42,42,42,327.75,32.77999878,1,294.980011,135.6900024,135.6900024,294.980011,1,Late delivery,42
43,43,43,43,43,327.75,39.33000183,1,288.4200134,132.6699982,132.6699982,288.4200134,0,Shipping on time,43
44,44,44,44,44,327.75,42.61000061,1,285.1400146,119.7600021,119.7600021,285.1400146,0,Advance shipping,44
45,45,45,45,45,327.75,49.15999985,1,278.5899963,31.47999954,31.47999954,278.5899963,0,Advance shipping,45
46,46,46,46,46,327.75,52.43999863,1,275.3099976,86.16999817,86.16999817,275.3099976,1,Late delivery,46
47,47,47,47,47,327.75,55.72000122,1,272.0299988,130.5800018,130.5800018,272.0299988,1,Late delivery,47
48,48,48,48,48,327.75,59.0,1,268.7600098,0.0,0.0,268.7600098,0,Shipping on time,48
49,49,49,49,49,119.9800034,4.800000191,2,115.1800003,-30.75,-30.75,115.1800003,1,Late delivery,49
50,50,50,50,50,79.98000336,0.800000012,2,79.18000031,-122.7300034,-122.7300034,79.18000031,0,Shipping on time,50
51,51,51,51,51,100.0,4.0,2,96.0,33.59999847,33.59999847,96.0,1,Late delivery,51
52,52,52,52,52,79.98000336,4.0,2,75.98000336,24.69000053,24.69000053,75.98000336,0,Shipping on time,52
53,53,53,53,53,100.0,9.0,2,91.0,9.100000381,9.100000381,91.0,1,Late delivery,53
54,54,54,54,54,100.0,13.0,2,87.0,-21.75,-21.75,87.0,1,Late delivery,54
55,55,55,55,55,100.0,18.0,2,82.0,6.150000095,6.150000095,82.0,1,Late delivery,55
56,56,56,56,56,89.98000336,15.30000019,2,74.68000031,22.40999985,22.40999985,74.68000031,0,Shipping on time,56
57,57,57,57,57,109.9400024,19.79000092,2,90.15000153,25.23999977,25.23999977,90.15000153,1,Late delivery,57
58,58,58,58,58,119.9800034,2.400000095,2,117.5800018,30.5699997,30.5699997,117.5800018,1,Late delivery,58
59,59,59,59,59,119.9800034,24.0,2,95.98000336,46.0699997,46.0699997,95.98000336,1,Late delivery,59
60,60,60,60,60,299.9700012,36.0,3,263.9700012,-184.7799988,-184.7799988,263.9700012,0,Shipping on time,60
61,61,61,61,61,119.9700012,6.0,3,113.9700012,38.75,38.75,113.9700012,1,Late delivery,61
62,62,62,62,62,65.97000122,1.980000019,3,63.99000168,-3.650000095,-3.650000095,63.99000168,1,Late delivery,62
63,63,63,63,63,95.97000122,16.30999947,3,79.66000366,38.22999954,38.22999954,79.66000366,1,Late delivery,63
64,64,64,64,64,299.9700012,6.0,3,293.9700012,129.3500061,129.3500061,293.9700012,1,Late delivery,64
65,65,65,65,65,299.9700012,30.0,3,269.9700012,132.2899933,132.2899933,269.9700012,0,Shipping on time,65
66,66,66,66,66,299.9700012,74.98999786,3,224.9799957,76.04000092,76.04000092,224.9799957,1,Late delivery,66
67,67,67,67,67,179.9700012,3.599999905,3,176.3699951,81.12999725,81.12999725,176.3699951,1,Late delivery,67
68,68,68,68,68,179.9700012,12.60000038,3,167.3699951,43.52000046,43.52000046,167.3699951,0,Shipping on time,68
69,69,69,69,69,179.9700012,16.20000076,3,163.7700043,68.77999878,68.77999878,163.7700043,1,Late delivery,69
70,70,70,70,70,179.9700012,18.0,3,161.9700012,40.49000168,40.49000168,161.9700012,1,Late delivery,70
71,71,71,71,71,150.0,10.5,3,139.5,20.93000031,20.93000031,139.5,0,Shipping on time,71
72,72,72,72,72,119.9700012,12.0,3,107.9700012,12.19999981,12.19999981,107.9700012,1,Late delivery,72
73,73,73,73,73,150.0,37.5,3,112.5,12.71000004,12.71000004,112.5,1,Late delivery,73
74,74,74,74,74,65.97000122,10.56000042,3,55.40999985,7.760000229,7.760000229,55.40999985,1,Late delivery,74
75,75,75,75,75,299.9700012,0.0,3,299.9700012,101.3899994,101.3899994,299.9700012,1,Late delivery,75
76,76,76,76,76,179.9700012,1.799999952,3,178.1699982,-285.0700073,-285.0700073,178.1699982,1,Late delivery,76
77,77,77,77,77,179.9700012,9.0,3,170.9700012,42.74000168,42.74000168,170.9700012,1,Late delivery,77
78,78,78,78,78,179.9700012,9.899999619,3,170.0700073,49.3199997,49.3199997,170.0700073,1,Late delivery,78
79,79,79,79,79,179.9700012,12.60000038,3,167.3699951,80.33999634,80.33999634,167.3699951,1,Late delivery,79
80,80,80,80,80,179.9700012,16.20000076,3,163.7700043,-26.69000053,-26.69000053,163.7700043,1,Late delivery,80
81,81,81,81,81,179.9700012,27.0,3,152.9700012,-117.3300018,-117.3300018,152.9700012,1,Late delivery,81
82,82,82,82,82,179.9700012,27.0,3,152.9700012,47.88000107,47.88000107,152.9700012,1,Late delivery,82
83,83,83,83,83,150.0,0.0,3,150.0,72.0,72.0,150.0,1,Late delivery,83
84,84,84,84,84,119.9700012,4.800000191,3,115.1699982,29.94000053,29.94000053,115.1699982,1,Late delivery,84
85,85,85,85,85,150.0,6.0,3,144.0,23.46999931,23.46999931,144.0,1,Late delivery,85
86,86,86,86,86,150.0,7.5,3,142.5,68.40000153,68.40000153,142.5,1,Late delivery,86
87,87,87,87,87,150.0,10.5,3,139.5,43.65999985,43.65999985,139.5,1,Late delivery,87
88,88,88,88,88,150.0,18.0,3,132.0,13.19999981,13.19999981,132.0,0,Shipping on time,88
89,89,89,89,89,150.0,18.0,3,132.0,46.20000076,46.20000076,132.0,1,Late delivery,89
90,90,90,90,90,150.0,19.5,3,130.5,10.43999958,10.43999958,130.5,1,Late delivery,90
91,91,91,91,91,150.0,25.5,3,124.5,15.56000042,15.56000042,124.5,1,Late delivery,91
92,92,92,92,92,119.9700012,20.38999939,3,99.58000183,32.86000061,32.86000061,99.58000183,1,Late delivery,92
93,93,93,93,93,250.0,10.0,5,240.0,9.600000381,9.600000381,240.0,1,Late delivery,93
94,94,94,94,94,199.9499969,10.0,5,189.9499969,55.09000015,55.09000015,189.9499969,1,Late delivery,94
95,95,95,95,95,199.9499969,11.0,5,188.9499969,68.58999634,68.58999634,188.9499969,0,Shipping on time,95
96,96,96,96,96,250.0,13.75,5,236.25,51.97999954,51.97999954,236.25,0,Advance shipping,96
97,97,97,97,97,250.0,13.75,5,236.25,-23.62999916,-23.62999916,236.25,1,Late delivery,97
98,98,98,98,98,150.0,13.5,5,136.5,66.88999939,66.88999939,136.5,0,Advance shipping,98
99,99,99,99,99,199.9499969,18.0,5,181.9499969,11.46000004,11.46000004,181.9499969,0,Advance shipping,99
100,100,100,100,100,250.0,25.0,5,225.0,22.5,22.5,225.0,1,Late delivery,100
101,101,101,101,101,250.0,25.0,5,225.0,67.5,67.5,225.0,0,Shipping on time,101
102,102,102,102,102,199.9499969,25.98999977,5,173.9600067,78.27999878,78.27999878,173.9600067,0,Advance shipping,102
103,103,103,103,103,250.0,32.5,5,217.5,104.4000015,104.4000015,217.5,0,Advance shipping,103
104,104,104,104,104,250.0,32.5,5,217.5,47.84999847,47.84999847,217.5,0,Advance shipping,104
105,105,105,105,105,199.9499969,29.98999977,5,169.9600067,44.18999863,44.18999863,169.9600067,0,Shipping on time,105
106,106,106,106,106,250.0,37.5,5,212.5,8.5,8.5,212.5,0,Advance shipping,106
107,107,107,107,107,199.9499969,31.98999977,5,167.9600067,83.98000336,83.98000336,167.9600067,0,Shipping on time,107
108,108,108,108,108,250.0,42.5,5,207.5,70.13999939,70.13999939,207.5,1,Late delivery,108
109,109,109,109,109,250.0,42.5,5,207.5,72.62999725,72.62999725,207.5,1,Late delivery,109
110,110,110,110,110,250.0,50.0,5,200.0,-140.0,-140.0,200.0,0,Shipping on time,110
111,111,111,111,111,250.0,50.0,5,200.0,-32.59999847,-32.59999847,200.0,1,Late delivery,111
112,112,112,112,112,199.9499969,49.99000168,5,149.9600067,68.98000336,68.98000336,149.9600067,0,Shipping on time,112
113,113,113,113,113,250.0,62.5,5,187.5,-11.81000042,-11.81000042,187.5,0,Advance shipping,113
114,114,114,114,114,250.0,62.5,5,187.5,52.5,52.5,187.5,1,Late delivery,114
115,115,115,115,115,250.0,62.5,5,187.5,91.87999725,91.87999725,187.5,0,Advance shipping,115
116,116,116,116,116,239.9499969,2.400000095,5,237.5500031,29.69000053,29.69000053,237.5500031,1,Late delivery,116
117,117,117,117,117,159.9499969,6.400000095,5,153.5500031,73.69999695,73.69999695,153.5500031,0,Shipping on time,117
118,118,118,118,118,449.9500122,53.99000168,5,395.9599915,-79.19000244,-79.19000244,395.9599915,1,Late delivery,118
119,119,119,119,119,149.9499969,25.48999977,5,124.4599991,34.84999847,34.84999847,124.4599991,0,Shipping on time,119
120,120,120,120,120,299.9500122,15.0,5,284.9500122,74.08999634,74.08999634,284.9500122,0,Advance shipping,120
121,121,121,121,121,499.9500122,0.0,5,499.9500122,149.9900055,149.9900055,499.9500122,1,Late delivery,121
122,122,122,122,122,499.9500122,5.0,5,494.9500122,-18.80999947,-18.80999947,494.9500122,0,Shipping on time,122
123,123,123,123,123,499.9500122,15.0,5,484.9500122,140.6399994,140.6399994,484.9500122,1,Late delivery,123
124,124,124,124,124,499.9500122,20.0,5,479.9500122,36.0,36.0,479.9500122,0,Advance shipping,124
125,125,125,125,125,499.9500122,20.0,5,479.9500122,179.9799957,179.9799957,479.9500122,1,Late delivery,125
126,126,126,126,126,499.9500122,25.0,5,474.9500122,-783.6699829,-783.6699829,474.9500122,0,Shipping on time,126
127,127,127,127,127,499.9500122,25.0,5,474.9500122,199.4799957,199.4799957,474.9500122,1,Late delivery,127
128,128,128,128,128,499.9500122,50.0,5,449.9599915,-269.9700012,-269.9700012,449.9599915,1,Late delivery,128
129,129,129,129,129,499.9500122,50.0,5,449.9599915,-22.5,-22.5,449.9599915,0,Advance shipping,129
130,130,130,130,130,449.9500122,112.4899979,5,337.4599915,59.06000137,59.06000137,337.4599915,0,Advance shipping,130
131,131,131,131,131,299.9500122,0.0,5,299.9500122,140.9799957,140.9799957,299.9500122,0,Advance shipping,131
132,132,132,132,132,299.9500122,3.0,5,296.9500122,81.66000366,81.66000366,296.9500122,0,Advance shipping,132
133,133,133,133,133,299.9500122,3.0,5,296.9500122,18.40999985,18.40999985,296.9500122,1,Late delivery,133
134,134,134,134,134,299.9500122,6.0,5,293.9500122,33.22000122,33.22000122,293.9500122,0,Advance shipping,134
135,135,135,135,135,299.9500122,9.0,5,290.9500122,25.30999947,25.30999947,290.9500122,1,Late delivery,135
136,136,136,136,136,299.9500122,12.0,5,287.9500122,-239.8600006,-239.8600006,287.9500122,1,Late delivery,136
137,137,137,137,137,299.9500122,16.5,5,283.4500122,-155.8999939,-155.8999939,283.4500122,1,Late delivery,137
138,138,138,138,138,99.98999786,13.0,1,86.98999786,40.02000046,40.02000046,86.98999786,1,Late delivery,138
139,139,139,139,139,129.9900055,2.599999905,1,127.3899994,44.59000015,44.59000015,127.3899994,1,Late delivery,139
140,140,140,140,140,129.9900055,11.69999981,1,118.2900009,57.95999908,57.95999908,118.2900009,1,Late delivery,140
141,141,141,141,141,129.9900055,13.0,1,116.9899979,30.42000008,30.42000008,116.9899979,1,Late delivery,141
142,142,142,142,142,59.99000168,10.80000019,1,49.18999863,24.60000038,24.60000038,49.18999863,1,Late delivery,142
143,143,143,143,143,129.9900055,26.0,1,103.9899979,48.88000107,48.88000107,103.9899979,1,Late delivery,143
144,144,144,144,144,299.980011,3.0,1,296.980011,0.0,0.0,296.980011,1,Late delivery,144
145,145,145,145,145,299.980011,6.0,1,293.980011,95.54000092,95.54000092,293.980011,1,Late delivery,145
146,146,146,146,146,252.8800049,0.0,1,252.8800049,-50.58000183,-50.58000183,252.8800049,1,Late delivery,146
147,147,147,147,147,452.0400085,4.519999981,1,447.519989,120.8300018,120.8300018,447.519989,1,Late delivery,147
148,148,148,148,148,252.8800049,2.529999971,1,250.3500061,25.04000092,25.04000092,250.3500061,1,Late delivery,148
149,149,149,149,149,452.0400085,9.039999962,1,443.0,212.6399994,212.6399994,443.0,1,Late delivery,149
150,150,150,150,150,252.8800049,7.590000153,1,245.2899933,68.68000031,68.68000031,245.2899933,1,Late delivery,150
151,151,151,151,151,452.0400085,18.07999992,1,433.9599915,135.8300018,135.8300018,433.9599915,1,Late delivery,151
152,152,152,152,152,252.8800049,12.64000034,1,240.2400055,78.08000183,78.08000183,240.2400055,1,Late delivery,152
153,153,153,153,153,1500.0,82.5,1,1417.5,595.3499756,595.3499756,1417.5,1,Late delivery,153
154,154,154,154,154,452.0400085,24.86000061,1,427.1799927,21.36000061,21.36000061,427.1799927,0,Shipping on time,154
155,155,155,155,155,452.0400085,24.86000061,1,427.1799927,213.5899963,213.5899963,427.1799927,1,Late delivery,155
156,156,156,156,156,1500.0,105.0,1,1395.0,55.79999924,55.79999924,1395.0,1,Late delivery,156
157,157,157,157,157,452.0400085,31.63999939,1,420.3999939,126.1200027,126.1200027,420.3999939,1,Late delivery,157
158,158,158,158,158,252.8800049,22.76000023,1,230.1199951,6.900000095,6.900000095,230.1199951,0,Shipping on time,158
159,159,159,159,159,452.0400085,40.68000031,1,411.3599854,-277.6700134,-277.6700134,411.3599854,1,Late delivery,159
160,160,160,160,160,252.8800049,22.76000023,1,230.1199951,105.8600006,105.8600006,230.1199951,1,Late delivery,160
161,161,161,161,161,1500.0,135.0,1,1365.0,86.0,86.0,1365.0,1,Late delivery,161
162,162,162,162,162,452.0400085,45.20000076,1,406.8399963,195.2799988,195.2799988,406.8399963,0,Shipping on time,162
163,163,163,163,163,252.8800049,25.29000092,1,227.5899963,22.76000023,22.76000023,227.5899963,1,Late delivery,163
164,164,164,164,164,452.0400085,67.80999756,1,384.230011,180.5899963,180.5899963,384.230011,1,Late delivery,164
165,165,165,165,165,252.8800049,37.93000031,1,214.9499969,101.0299988,101.0299988,214.9499969,1,Late delivery,165
166,166,166,166,166,452.0400085,72.33000183,1,379.7099915,118.8499985,118.8499985,379.7099915,1,Late delivery,166
167,167,167,167,167,252.8800049,42.99000168,1,209.8899994,60.86999893,60.86999893,209.8899994,1,Late delivery,167
168,168,168,168,168,252.8800049,42.99000168,1,209.8899994,73.45999908,73.45999908,209.8899994,1,Late delivery,168
169,169,169,169,169,252.8800049,42.99000168,1,209.8899994,39.88000107,39.88000107,209.8899994,1,Late delivery,169
170,170,170,170,170,452.0400085,81.37000275,1,370.6700134,177.9199982,177.9199982,370.6700134,1,Late delivery,170
171,171,171,171,171,452.0400085,81.37000275,1,370.6700134,129.7400055,129.7400055,370.6700134,1,Late delivery,171
172,172,172,172,172,252.8800049,45.52000046,1,207.3600006,62.20999908,62.20999908,207.3600006,1,Late delivery,172
173,173,173,173,173,1500.0,300.0,1,1200.0,90.0,90.0,1200.0,1,Late delivery,173
174,174,174,174,174,452.0400085,113.0100021,1,339.0299988,118.6600037,118.6600037,339.0299988,0,Shipping on time,174
175,175,175,175,175,999.9899902,10.0,1,989.9899902,415.7999878,415.7999878,989.9899902,1,Late delivery,175
176,176,176,176,176,79.98999786,1.600000024,1,78.38999939,8.619999886,8.619999886,78.38999939,1,Late delivery,176
177,177,177,177,177,59.99000168,7.800000191,1,52.18999863,16.34000015,16.34000015,52.18999863,1,Late delivery,177
178,178,178,178,178,44.99000168,1.799999952,1,43.18999863,12.52999973,12.52999973,43.18999863,1,Late delivery,178
179,179,179,179,179,99.98999786,4.0,1,95.98999786,25.92000008,25.92000008,95.98999786,1,Late delivery,179
180,180,180,180,180,99.98999786,5.0,1,94.98999786,-13.57999992,-13.57999992,94.98999786,1,Late delivery,180
181,181,181,181,181,44.99000168,3.150000095,1,41.84000015,10.03999996,10.03999996,41.84000015,1,Late delivery,181
182,182,182,182,182,99.98999786,10.0,1,89.98999786,10.80000019,10.80000019,89.98999786,1,Late delivery,182
183,183,183,183,183,99.98999786,12.0,1,87.98999786,16.71999931,16.71999931,87.98999786,1,Late delivery,183
184,184,184,184,184,134.9700012,6.75,3,128.2200012,28.85000038,28.85000038,128.2200012,0,Shipping canceled,184
185,185,185,185,185,299.9700012,21.0,3,278.9700012,133.9100037,133.9100037,278.9700012,0,Shipping canceled,185
186,186,186,186,186,299.9700012,27.0,3,272.9700012,79.16000366,79.16000366,272.9700012,0,Shipping canceled,186
187,187,187,187,187,299.9700012,27.0,3,272.9700012,19.11000061,19.11000061,272.9700012,0,Shipping canceled,187
188,188,188,188,188,179.9700012,9.0,3,170.9700012,10.77000046,10.77000046,170.9700012,0,Shipping canceled,188
189,189,189,189,189,179.9700012,12.60000038,3,167.3699951,-284.5299988,-284.5299988,167.3699951,0,Shipping canceled,189
190,190,190,190,190,179.9700012,21.60000038,3,158.3699951,69.68000031,69.68000031,158.3699951,0,Shipping canceled,190
191,191,191,191,191,119.9700012,1.200000048,3,118.7699966,7.480000019,7.480000019,118.7699966,0,Shipping canceled,191
192,192,192,192,192,75.0,1.5,3,73.5,11.02999973,11.02999973,73.5,0,Shipping canceled,192
193,193,193,193,193,150.0,18.0,3,132.0,-24.8199997,-24.8199997,132.0,0,Shipping canceled,193
194,194,194,194,194,150.0,18.0,3,132.0,33.0,33.0,132.0,0,Shipping canceled,194
195,195,195,195,195,150.0,19.5,3,130.5,36.54000092,36.54000092,130.5,0,Shipping canceled,195
196,196,196,196,196,119.9700012,20.38999939,3,99.58000183,-76.37000275,-76.37000275,99.58000183,0,Shipping canceled,196
197,197,197,197,197,119.9700012,20.38999939,3,99.58000183,8.760000229,8.760000229,99.58000183,0,Shipping canceled,197
198,198,198,198,198,74.97000122,0.75,3,74.22000122,36.36999893,36.36999893,74.22000122,0,Shipping canceled,198
199,199,199,199,199,47.97000122,7.679999828,3,40.29000092,18.12999916,18.12999916,40.29000092,0,Shipping canceled,199
200,200,200,200,200,239.9600067,12.0,4,227.9600067,-12.98999977,-12.98999977,227.9600067,0,Shipping canceled,200
