Order Id,order date (DateOrders),Order Status,Order City,Order Country,Order Region,Order Zipcode,Market,Transaction Type
252,09-10-2016 05:47,COMPLETE,Mersin,Turqua,West Asia,,Pacific Asia,DEBIT
253,10/28/2016 15:11,COMPLETE,Riyadh,Arabia Saud,West Asia,,Pacific Asia,DEBIT
254,09-07-2016 01:04,COMPLETE,Temirtau,Kazajistn,Central Asia,,Pacific Asia,DEBIT
255,11-11-2015 03:45,COMPLETE,Tengzhou,China,Eastern Asia,,Pacific Asia,DEBIT
256,12/13/2015 22:17,COMPLETE,Nantong,China,Eastern Asia,,Pacific Asia,DEBIT
257,01-07-2016 05:57,COMPLETE,Dalian,China,Eastern Asia,,Pacific Asia,DEBIT
258,12/14/2017 15:39,COMPLETE,Lianyuan,China,Eastern Asia,,Pacific Asia,DEBIT
259,3/15/2016 3:45,COMPLETE,Caloundra,Australia,Oceania,,Pacific Asia,DEBIT
260,3/16/2016 10:14,COMPLETE,Melbourne,Australia,Oceania,,Pacific Asia,DEBIT
261,02-06-2016 02:25,COMPLETE,Bendigo,Australia,Oceania,,Pacific Asia,DEBIT
262,1/28/2018 15:46,COMPLETE,Adelaide,Australia,Oceania,,Pacific Asia,DEBIT
263,12/18/2015 5:59,COMPLETE,Ajmer,India,South Asia,,Pacific Asia,DEBIT
264,1/17/2017 12:26,COMPLETE,Kerman,Irn,South Asia,,Pacific Asia,DEBIT
265,12/13/2017 20:44,COMPLETE,Vadodara,India,South Asia,,Pacific Asia,DEBIT
266,12/26/2017 18:26,COMPLETE,Semarang,Indonesia,Southeast Asia,,Pacific Asia,DEBIT
267,1/27/2016 12:14,COMPLETE,Cirebon,Indonesia,Southeast Asia,,Pacific Asia,DEBIT
268,1/30/2018 11:54,COMPLETE,Rangn,Myanmar (Birmania),Southeast Asia,,Pacific Asia,DEBIT
269,8/30/2016 8:47,COMPLETE,Ktahya,Turqua,West Asia,,Pacific Asia,DEBIT
270,11/17/2016 4:59,COMPLETE,Bagdad,Irak,West Asia,,Pacific Asia,DEBIT
271,12/29/2016 15:26,COMPLETE,Namangn,Uzbekistn,Central Asia,,Pacific Asia,DEBIT
272,03-10-2016 04:59,COMPLETE,Xinzhou,China,Eastern Asia,,Pacific Asia,DEBIT
273,11/24/2017 19:11,COMPLETE,Mudanjiang,China,Eastern Asia,,Pacific Asia,DEBIT
274,12-10-2016 13:11,COMPLETE,Lokossa,Benn,West Africa,,Africa,DEBIT
275,10/26/2016 6:25,COMPLETE,Ikot Ekpene,Nigeria,West Africa,,Africa,DEBIT
276,10/19/2016 6:36,COMPLETE,Warri,Nigeria,West Africa,,Africa,DEBIT
277,11-06-2016 23:24,COMPLETE,Bandundu,Repblica Democrtica del Congo,Central Africa,,Africa,DEBIT
278,9/29/2016 16:27,COMPLETE,Lagos,Nigeria,West Africa,,Africa,DEBIT
279,09-03-2016 12:38,COMPLETE,Foumban,Camern,Central Africa,,Africa,DEBIT
280,11-07-2016 10:15,COMPLETE,Luanda,Angola,Central Africa,,Africa,DEBIT
281,11-12-2016 05:10,COMPLETE,Maiduguri,Nigeria,West Africa,,Africa,DEBIT
282,11/26/2016 12:30,COMPLETE,Nairobi,Kenia,East Africa,,Africa,DEBIT
283,12-09-2016 22:07,COMPLETE,Kitwe,Zambia,East Africa,,Africa,DEBIT
284,10-02-2016 15:55,COMPLETE,Lagos,Nigeria,West Africa,,Africa,DEBIT
285,10/20/2016 21:30,COMPLETE,Nkongsamba,Camern,Central Africa,,Africa,DEBIT
286,10-06-2016 14:51,COMPLETE,Mbuji-mayi,Repblica Democrtica del Congo,Central Africa,,Africa,DEBIT
287,12/19/2016 9:30,COMPLETE,Lome,Togo,West Africa,,Africa,DEBIT
288,09-02-2016 12:48,COMPLETE,Pretoria,SudAfrica,Southern Africa,,Africa,DEBIT
289,10-11-2016 15:22,COMPLETE,Dakar,Senegal,West Africa,,Africa,DEBIT
290,10-11-2016 12:34,COMPLETE,Mahajanga,Madagascar,East Africa,,Africa,DEBIT
291,10/27/2016 0:59,COMPLETE,Lome,Togo,West Africa,,Africa,DEBIT
292,10-05-2016 08:44,COMPLETE,Kano,Nigeria,West Africa,,Africa,DEBIT
293,12/28/2016 18:46,COMPLETE,Annaba,Argelia,North Africa,,Africa,DEBIT
294,09-01-2016 23:08,COMPLETE,Casablanca,Marruecos,North Africa,,Africa,DEBIT
295,12-02-2016 06:54,ON_HOLD,Cotonou,Benn,West Africa,,Africa,DEBIT
296,10-08-2016 16:15,ON_HOLD,Jartum,Sudn,North Africa,,Africa,DEBIT
297,8/30/2016 2:49,ON_HOLD,Dar es Salaam,Tanzania,East Africa,,Africa,DEBIT
298,10/18/2016 14:29,ON_HOLD,Cairo,Egipto,North Africa,,Africa,DEBIT
299,8/29/2016 10:42,ON_HOLD,Cape Town,SudAfrica,Southern Africa,,Africa,DEBIT
300,12/29/2016 13:20,ON_HOLD,Cape Town,SudAfrica,Southern Africa,,Africa,DEBIT
301,10/13/2015 22:53,COMPLETE,Montpellier,Francia,Western Europe,,Europe,DEBIT
302,9/29/2016 4:11,COMPLETE,Khmelnytskyi,Ucrania,Eastern Europe,,Europe,DEBIT
303,08-10-2015 21:35,COMPLETE,Vannes,Francia,Western Europe,,Europe,DEBIT
304,8/14/2015 16:40,COMPLETE,Fuenlabrada,Espaa,Southern Europe,,Europe,DEBIT
305,08-10-2015 05:07,COMPLETE,Villemomble,Francia,Western Europe,,Europe,DEBIT
306,7/29/2017 19:42,COMPLETE,Montpellier,Francia,Western Europe,,Europe,DEBIT
307,09-05-2017 10:32,COMPLETE,Gien,Francia,Western Europe,,Europe,DEBIT
308,6/28/2017 22:43,COMPLETE,Neuilly-sur-Seine,Francia,Western Europe,,Europe,DEBIT
309,6/15/2015 10:27,COMPLETE,Viersen,Alemania,Western Europe,,Europe,DEBIT
310,07-06-2017 23:03,COMPLETE,Verona,Italia,Southern Europe,,Europe,DEBIT
311,09-05-2017 00:02,COMPLETE,Fano,Italia,Southern Europe,,Europe,DEBIT
312,11/17/2016 2:32,COMPLETE,Gdynia,Polonia,Eastern Europe,,Europe,DEBIT
313,7/15/2017 3:15,COMPLETE,Talavera de la Reina,Espaa,Southern Europe,,Europe,DEBIT
314,9/13/2017 7:01,COMPLETE,Montreuil,Francia,Western Europe,,Europe,DEBIT
315,10-03-2015 15:33,COMPLETE,Marseille,Francia,Western Europe,,Europe,DEBIT
316,10-03-2015 01:53,COMPLETE,Lisbon,Portugal,Southern Europe,,Europe,DEBIT
317,09-02-2017 21:35,COMPLETE,Wolverhampton,Reino Unido,Northern Europe,,Europe,DEBIT
318,11/16/2016 10:04,COMPLETE,Satu Mare,Rumania,Eastern Europe,,Europe,DEBIT
319,3/13/2017 21:18,PROCESSING,Guadalajara,Mxico,Central America,,LATAM,TRANSFER
320,06-01-2017 08:13,PROCESSING,Ccuta,Colombia,South America,,LATAM,TRANSFER
321,2/21/2017 5:12,PROCESSING,Zacatecas,Mxico,Central America,,LATAM,TRANSFER
322,04-06-2017 11:27,PROCESSING,Chihuahua,Mxico,Central America,,LATAM,TRANSFER
323,1/27/2017 2:16,PROCESSING,Braslia,Brasil,South America,,LATAM,TRANSFER
324,02-12-2015 20:36,PROCESSING,Santarm,Brasil,South America,,LATAM,TRANSFER
325,03-05-2017 18:30,PROCESSING,Joinville,Brasil,South America,,LATAM,TRANSFER
326,05-05-2017 17:53,PROCESSING,Monterrey,Mxico,Central America,,LATAM,TRANSFER
327,4/19/2015 4:03,PROCESSING,Pitalito,Colombia,South America,,LATAM,TRANSFER
328,3/20/2015 1:17,PROCESSING,Puebla,Mxico,Central America,,LATAM,TRANSFER
329,5/22/2017 1:56,PROCESSING,Santo Domingo,Repblica Dominicana,Caribbean,,LATAM,TRANSFER
330,5/18/2017 12:26,PROCESSING,Quertaro,Mxico,Central America,,LATAM,TRANSFER
331,2/20/2015 11:29,PROCESSING,Chaguanas,Trinidad y Tobago,Caribbean,,LATAM,TRANSFER
332,05-04-2015 15:04,PROCESSING,Chimaltenango,Guatemala,Central America,,LATAM,TRANSFER
333,2/19/2017 7:19,PROCESSING,Belo Horizonte,Brasil,South America,,LATAM,TRANSFER
334,1/30/2015 9:14,PROCESSING,Tlaquepaque,Mxico,Central America,,LATAM,TRANSFER
335,3/26/2017 23:33,PROCESSING,San Miguelito,Panam,Central America,,LATAM,TRANSFER
336,02-06-2017 13:27,PROCESSING,Hermosillo,Mxico,Central America,,LATAM,TRANSFER
337,3/31/2017 16:43,PROCESSING,Coacalco,Mxico,Central America,,LATAM,TRANSFER
338,4/24/2017 3:43,PROCESSING,Balnerio Cambori,Brasil,South America,,LATAM,TRANSFER
339,3/31/2017 14:58,PROCESSING,Tegucigalpa,Honduras,Central America,,LATAM,TRANSFER
340,3/28/2015 0:13,PROCESSING,Petapa,Guatemala,Central America,,LATAM,TRANSFER
341,3/22/2015 16:21,PROCESSING,La Ceiba,Honduras,Central America,,LATAM,TRANSFER
342,01-06-2015 08:13,PROCESSING,Maturn,Venezuela,South America,,LATAM,TRANSFER
343,02-03-2017 05:14,PROCESSING,Parintins,Brasil,South America,,LATAM,TRANSFER
344,1/27/2015 0:39,PROCESSING,So Paulo,Brasil,South America,,LATAM,TRANSFER
345,5/30/2017 11:22,PROCESSING,Santiago de Cuba,Cuba,Caribbean,,LATAM,TRANSFER
346,04-09-2015 21:35,PROCESSING,Puebla,Mxico,Central America,,LATAM,TRANSFER
347,03-07-2015 11:38,PROCESSING,Mixco,Guatemala,Central America,,LATAM,TRANSFER
348,5/22/2015 7:20,PROCESSING,Huehuetenango,Guatemala,Central America,,LATAM,TRANSFER
349,06-07-2017 12:25,PROCESSING,Chinautla,Guatemala,Central America,,LATAM,TRANSFER
350,2/16/2017 0:50,PROCESSING,Apopa,El Salvador,Central America,,LATAM,TRANSFER
351,02-06-2017 20:07,PROCESSING,Sorocaba,Brasil,South America,,LATAM,TRANSFER
352,03-10-2015 00:15,PROCESSING,San Justo,Argentina,South America,,LATAM,TRANSFER
353,2/21/2015 15:31,PROCESSING,Colombo,Brasil,South America,,LATAM,TRANSFER
354,2/16/2017 0:50,PROCESSING,Apopa,El Salvador,Central America,,LATAM,TRANSFER
355,03-06-2017 09:13,PROCESSING,Itu,Brasil,South America,,LATAM,TRANSFER
356,04-09-2015 21:35,PROCESSING,Puebla,Mxico,Central America,,LATAM,TRANSFER
357,02-06-2017 01:54,PROCESSING,Cuernavaca,Mxico,Central America,,LATAM,TRANSFER
358,5/31/2017 2:47,PROCESSING,Villa Nueva,Guatemala,Central America,,LATAM,TRANSFER
359,05-04-2015 15:04,PROCESSING,Chimaltenango,Guatemala,Central America,,LATAM,TRANSFER
360,3/25/2015 8:49,PROCESSING,guas Lindas de Gois,Brasil,South America,,LATAM,TRANSFER
361,5/16/2015 21:00,PROCESSING,Vespasiano,Brasil,South America,,LATAM,TRANSFER
362,4/29/2015 3:41,PROCESSING,Bogot,Colombia,South America,,LATAM,TRANSFER
363,01-12-2018 19:59,PROCESSING,Bhilai,India,South Asia,,Pacific Asia,TRANSFER
364,01-12-2018 19:38,COMPLETE,Qingdao,China,Eastern Asia,,Pacific Asia,DEBIT
365,01-12-2018 19:17,COMPLETE,Qingdao,China,Eastern Asia,,Pacific Asia,DEBIT
366,01-12-2018 18:56,COMPLETE,Herat,Afganistn,South Asia,,Pacific Asia,DEBIT
367,01-12-2018 18:35,PENDING_PAYMENT,Herat,Afganistn,South Asia,,Pacific Asia,PAYMENT
368,01-12-2018 18:14,COMPLETE,Herat,Afganistn,South Asia,,Pacific Asia,DEBIT
369,01-12-2018 17:53,CANCELED,Sydney,Australia,Oceania,,Pacific Asia,TRANSFER
370,01-12-2018 17:32,PENDING_PAYMENT,Bandung,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
371,01-12-2018 17:11,PENDING,Newcastle,Australia,Oceania,,Pacific Asia,TRANSFER
372,01-12-2018 16:50,COMPLETE,Tongchuan,China,Eastern Asia,,Pacific Asia,DEBIT
373,01-12-2018 16:29,PENDING,Tongchuan,China,Eastern Asia,,Pacific Asia,TRANSFER
374,01-12-2018 16:08,COMPLETE,Tongchuan,China,Eastern Asia,,Pacific Asia,DEBIT
375,01-12-2018 15:47,COMPLETE,Tongchuan,China,Eastern Asia,,Pacific Asia,DEBIT
376,01-12-2018 15:26,PROCESSING,Ujjain,India,South Asia,,Pacific Asia,TRANSFER
377,01-12-2018 15:05,COMPLETE,Ujjain,India,South Asia,,Pacific Asia,DEBIT
378,01-12-2018 14:44,PROCESSING,Balikpapan,Indonesia,Southeast Asia,,Pacific Asia,TRANSFER
379,01-12-2018 14:23,PENDING,Balikpapan,Indonesia,Southeast Asia,,Pacific Asia,TRANSFER
380,01-12-2018 14:02,PENDING_PAYMENT,Balikpapan,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
381,01-12-2018 13:41,PENDING_PAYMENT,Balikpapan,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
382,01-12-2018 13:20,PROCESSING,Pune,India,South Asia,,Pacific Asia,TRANSFER
383,01-12-2018 12:59,PENDING,Pune,India,South Asia,,Pacific Asia,TRANSFER
384,01-12-2018 12:38,COMPLETE,Pune,India,South Asia,,Pacific Asia,DEBIT
385,01-12-2018 12:17,COMPLETE,Pune,India,South Asia,,Pacific Asia,DEBIT
386,01-12-2018 11:56,COMPLETE,Pune,India,South Asia,,Pacific Asia,DEBIT
387,01-12-2018 11:35,PROCESSING,Weifang,China,Eastern Asia,,Pacific Asia,TRANSFER
388,01-12-2018 11:14,PENDING,Yogyakarta,Indonesia,Southeast Asia,,Pacific Asia,TRANSFER
389,01-12-2018 10:53,PENDING_PAYMENT,Yogyakarta,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
390,01-12-2018 10:32,CLOSED,Toowoomba,Australia,Oceania,,Pacific Asia,CASH
391,01-12-2018 10:11,PENDING,Toowoomba,Australia,Oceania,,Pacific Asia,TRANSFER
392,01-12-2018 09:50,PENDING_PAYMENT,Toowoomba,Australia,Oceania,,Pacific Asia,PAYMENT
393,01-12-2018 09:29,PENDING,Rockhampton,Australia,Oceania,,Pacific Asia,TRANSFER
394,01-12-2018 09:08,COMPLETE,Rockhampton,Australia,Oceania,,Pacific Asia,DEBIT
395,01-12-2018 08:47,COMPLETE,Rockhampton,Australia,Oceania,,Pacific Asia,DEBIT
396,01-12-2018 08:26,SUSPECTED_FRAUD,Siping,China,Eastern Asia,,Pacific Asia,TRANSFER
397,01-12-2018 08:05,COMPLETE,Perth,Australia,Oceania,,Pacific Asia,DEBIT
398,01-12-2018 07:44,COMPLETE,Perth,Australia,Oceania,,Pacific Asia,DEBIT
399,01-12-2018 07:23,ON_HOLD,Shanghi,China,Eastern Asia,,Pacific Asia,DEBIT
400,01-12-2018 07:02,PENDING_PAYMENT,Depok,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
401,01-12-2018 06:41,COMPLETE,Depok,Indonesia,Southeast Asia,,Pacific Asia,DEBIT
402,01-12-2018 06:20,PENDING_PAYMENT,Kawasaki,Japn,Eastern Asia,,Pacific Asia,PAYMENT
403,01-12-2018 05:59,COMPLETE,Lahore,Pakistn,South Asia,,Pacific Asia,DEBIT
404,01-12-2018 05:38,PENDING,Shanghi,China,Eastern Asia,,Pacific Asia,TRANSFER
405,01-12-2018 05:16,COMPLETE,Bangalore,India,South Asia,,Pacific Asia,DEBIT
406,01-12-2018 04:55,PENDING_PAYMENT,Bangalore,India,South Asia,,Pacific Asia,PAYMENT
407,01-12-2018 04:34,PENDING_PAYMENT,Bangalore,India,South Asia,,Pacific Asia,PAYMENT
408,01-12-2018 04:13,SUSPECTED_FRAUD,Bangalore,India,South Asia,,Pacific Asia,TRANSFER
409,01-12-2018 03:52,PROCESSING,Bangalore,India,South Asia,,Pacific Asia,TRANSFER
410,01-12-2018 03:31,PENDING_PAYMENT,Malang,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
411,01-12-2018 03:10,PENDING,Ho Chi Minh City,Vietnam,Southeast Asia,,Pacific Asia,TRANSFER
412,01-12-2018 02:49,PENDING_PAYMENT,Ho Chi Minh City,Vietnam,Southeast Asia,,Pacific Asia,PAYMENT
413,01-12-2018 02:28,PROCESSING,Ho Chi Minh City,Vietnam,Southeast Asia,,Pacific Asia,TRANSFER
414,01-12-2018 02:07,COMPLETE,Ho Chi Minh City,Vietnam,Southeast Asia,,Pacific Asia,DEBIT
415,01-12-2018 01:46,CLOSED,Shenyang,China,Eastern Asia,,Pacific Asia,CASH
416,01-12-2018 01:25,PROCESSING,Shenyang,China,Eastern Asia,,Pacific Asia,TRANSFER
417,01-12-2018 01:04,PENDING_PAYMENT,Daegu,Corea del Sur,Eastern Asia,,Pacific Asia,PAYMENT
418,01-12-2018 00:43,CLOSED,Manila,Filipinas,Southeast Asia,,Pacific Asia,CASH
419,01-12-2018 00:22,CLOSED,Manila,Filipinas,Southeast Asia,,Pacific Asia,CASH
420,01-12-2018 00:01,COMPLETE,Rajkot,India,South Asia,,Pacific Asia,DEBIT
421,01-11-2018 23:40,PENDING_PAYMENT,Rajkot,India,South Asia,,Pacific Asia,PAYMENT
422,01-11-2018 23:19,COMPLETE,Rajkot,India,South Asia,,Pacific Asia,DEBIT
423,01-11-2018 22:58,CLOSED,Rajkot,India,South Asia,,Pacific Asia,CASH
424,01-11-2018 22:37,PENDING_PAYMENT,Gorakhpur,India,South Asia,,Pacific Asia,PAYMENT
425,01-11-2018 22:16,PENDING_PAYMENT,Surabaya,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
426,01-11-2018 21:55,PENDING_PAYMENT,Surabaya,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
427,01-11-2018 21:34,ON_HOLD,Surabaya,Indonesia,Southeast Asia,,Pacific Asia,DEBIT
428,01-11-2018 21:13,COMPLETE,Brisbane,Australia,Oceania,,Pacific Asia,DEBIT
429,01-11-2018 20:52,CLOSED,Bangkok,Tailandia,Southeast Asia,,Pacific Asia,CASH
430,01-11-2018 20:31,COMPLETE,Bangkok,Tailandia,Southeast Asia,,Pacific Asia,DEBIT
431,01-11-2018 20:10,CLOSED,Daca,Banglads,South Asia,,Pacific Asia,CASH
432,01-11-2018 19:49,PENDING,Daca,Banglads,South Asia,,Pacific Asia,TRANSFER
433,01-11-2018 19:28,COMPLETE,Nagpur,India,South Asia,,Pacific Asia,DEBIT
434,01-11-2018 19:07,COMPLETE,Nagpur,India,South Asia,,Pacific Asia,DEBIT
435,01-11-2018 18:46,COMPLETE,Bangkok,Tailandia,Southeast Asia,,Pacific Asia,DEBIT
436,01-11-2018 18:25,COMPLETE,Nakhon Ratchasima,Tailandia,Southeast Asia,,Pacific Asia,DEBIT
437,01-11-2018 18:04,PROCESSING,Sydney,Australia,Oceania,,Pacific Asia,TRANSFER
438,01-11-2018 17:43,CLOSED,Sydney,Australia,Oceania,,Pacific Asia,CASH
439,01-11-2018 17:22,PROCESSING,Kota Kinabalu,Malasia,Southeast Asia,,Pacific Asia,TRANSFER
440,01-11-2018 17:01,COMPLETE,Jiutai,China,Eastern Asia,,Pacific Asia,DEBIT
441,01-11-2018 16:40,PENDING_PAYMENT,Jiutai,China,Eastern Asia,,Pacific Asia,PAYMENT
442,01-11-2018 16:19,PAYMENT_REVIEW,Singapur,Singapur,Southeast Asia,,Pacific Asia,PAYMENT
443,01-11-2018 15:58,PENDING_PAYMENT,Brisbane,Australia,Oceania,,Pacific Asia,PAYMENT
444,01-11-2018 15:37,PENDING_PAYMENT,Shantou,China,Eastern Asia,,Pacific Asia,PAYMENT
445,01-11-2018 15:16,ON_HOLD,Shantou,China,Eastern Asia,,Pacific Asia,DEBIT
446,01-11-2018 14:55,ON_HOLD,Shantou,China,Eastern Asia,,Pacific Asia,DEBIT
447,01-11-2018 14:34,COMPLETE,Shantou,China,Eastern Asia,,Pacific Asia,DEBIT
448,01-11-2018 14:13,PENDING_PAYMENT,Shantou,China,Eastern Asia,,Pacific Asia,PAYMENT
449,01-11-2018 13:52,COMPLETE,Shantou,China,Eastern Asia,,Pacific Asia,DEBIT
450,01-11-2018 13:31,COMPLETE,Cairns,Australia,Oceania,,Pacific Asia,DEBIT
451,01-11-2018 13:10,COMPLETE,Cairns,Australia,Oceania,,Pacific Asia,DEBIT
452,01-11-2018 12:49,CLOSED,Brisbane,Australia,Oceania,,Pacific Asia,CASH
453,01-11-2018 12:28,SUSPECTED_FRAUD,Brisbane,Australia,Oceania,,Pacific Asia,TRANSFER
454,01-11-2018 12:06,COMPLETE,Jaipur,India,South Asia,,Pacific Asia,DEBIT
455,01-11-2018 11:45,COMPLETE,Jaipur,India,South Asia,,Pacific Asia,DEBIT
456,01-11-2018 11:24,COMPLETE,Ho Chi Minh City,Vietnam,Southeast Asia,,Pacific Asia,DEBIT
457,01-11-2018 11:03,PROCESSING,Raipur,India,South Asia,,Pacific Asia,TRANSFER
458,01-11-2018 10:42,PENDING,Loudi,China,Eastern Asia,,Pacific Asia,TRANSFER
459,3/28/2015 0:55,PENDING_PAYMENT,Petapa,Guatemala,Central America,,LATAM,PAYMENT
460,2/15/2015 16:13,PENDING_PAYMENT,Tipitapa,Nicaragua,Central America,,LATAM,PAYMENT
461,12/23/2016 21:03,PAYMENT_REVIEW,Tabuk,Arabia Saud,West Asia,,Pacific Asia,PAYMENT
462,3/18/2016 8:50,PAYMENT_REVIEW,Manukau City,Nueva Zelanda,Oceania,,Pacific Asia,PAYMENT
463,12/31/2016 15:47,PENDING_PAYMENT,Estambul,Turqua,West Asia,,Pacific Asia,PAYMENT
464,02-10-2016 09:25,PENDING_PAYMENT,Yakarta,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
465,11/28/2016 1:18,PENDING_PAYMENT,Ulan Bator,Mongolia,Eastern Asia,,Pacific Asia,PAYMENT
466,04-01-2016 20:01,PENDING_PAYMENT,Tangerang,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
467,11/19/2015 5:51,PENDING_PAYMENT,Shenzhen,China,Eastern Asia,,Pacific Asia,PAYMENT
468,01-10-2016 15:14,PENDING_PAYMENT,Brisbane,Australia,Oceania,,Pacific Asia,PAYMENT
469,04-01-2016 20:01,PENDING_PAYMENT,Tangerang,Indonesia,Southeast Asia,,Pacific Asia,PAYMENT
470,11/30/2015 2:09,PENDING_PAYMENT,Sydney,Australia,Oceania,,Pacific Asia,PAYMENT
471,1/31/2016 13:38,PENDING_PAYMENT,Newcastle,Australia,Oceania,,Pacific Asia,PAYMENT
472,2/17/2016 23:35,PENDING_PAYMENT,Aurangabad,India,South Asia,,Pacific Asia,PAYMENT
473,7/25/2016 14:47,PAYMENT_REVIEW,Seattle,Estados Unidos,West of USA ,98103.0,USCA,PAYMENT
474,4/13/2016 10:12,PENDING_PAYMENT,San Francisco,Estados Unidos,West of USA ,94110.0,USCA,PAYMENT
475,5/20/2016 12:25,PENDING_PAYMENT,Oakland,Estados Unidos,West of USA ,94601.0,USCA,PAYMENT
476,07-03-2016 20:46,PENDING_PAYMENT,New York City,Estados Unidos,East of USA,10009.0,USCA,PAYMENT
477,07-03-2016 20:46,PENDING_PAYMENT,New York City,Estados Unidos,East of USA,10009.0,USCA,PAYMENT
478,5/22/2016 14:10,PENDING_PAYMENT,Overland Park,Estados Unidos,US Center ,66212.0,USCA,PAYMENT
479,08-08-2016 03:12,PENDING_PAYMENT,Monroe,Estados Unidos,South of  USA ,28110.0,USCA,PAYMENT
480,11/20/2016 21:38,PAYMENT_REVIEW,Potchefstroom,SudAfrica,Southern Africa,,Africa,PAYMENT
481,10/15/2016 12:55,PENDING_PAYMENT,Cape Town,SudAfrica,Southern Africa,,Africa,PAYMENT
482,7/22/2015 17:56,PENDING_PAYMENT,Wiesbaden,Alemania,Western Europe,,Europe,PAYMENT
483,09-07-2015 04:22,PENDING_PAYMENT,Montpellier,Francia,Western Europe,,Europe,PAYMENT
484,6/15/2015 5:54,PENDING_PAYMENT,Munich,Alemania,Western Europe,,Europe,PAYMENT
485,08-04-2017 02:31,PENDING_PAYMENT,Portsmouth,Reino Unido,Northern Europe,,Europe,PAYMENT
486,09-08-2015 12:15,PENDING_PAYMENT,Eastbourne,Reino Unido,Northern Europe,,Europe,PAYMENT
487,07-07-2015 05:31,PENDING_PAYMENT,Dortmund,Alemania,Western Europe,,Europe,PAYMENT
488,6/24/2015 5:21,PENDING_PAYMENT,Bobigny,Francia,Western Europe,,Europe,PAYMENT
489,9/24/2017 13:08,PENDING_PAYMENT,Lille,Francia,Western Europe,,Europe,PAYMENT
490,10/29/2016 18:30,PENDING_PAYMENT,Giurgiu,Rumania,Eastern Europe,,Europe,PAYMENT
491,08-04-2017 02:31,PENDING_PAYMENT,Portsmouth,Reino Unido,Northern Europe,,Europe,PAYMENT
492,7/20/2015 11:58,PENDING_PAYMENT,Tamworth,Reino Unido,Northern Europe,,Europe,PAYMENT
493,12/25/2016 8:26,PENDING_PAYMENT,Lviv,Ucrania,Eastern Europe,,Europe,PAYMENT
494,10-11-2015 19:44,PENDING_PAYMENT,London,Reino Unido,Northern Europe,,Europe,PAYMENT
495,7/22/2017 7:16,PENDING_PAYMENT,Drancy,Francia,Western Europe,,Europe,PAYMENT
496,12/25/2016 8:26,PENDING_PAYMENT,Lviv,Ucrania,Eastern Europe,,Europe,PAYMENT
497,1/27/2017 18:23,PENDING_PAYMENT,Villa Nueva,Guatemala,Central America,,LATAM,PAYMENT
498,4/30/2017 3:21,PENDING_PAYMENT,Santo Domingo,Repblica Dominicana,Caribbean,,LATAM,PAYMENT
499,04-07-2017 08:28,PENDING_PAYMENT,Hidalgo,Mxico,Central America,,LATAM,PAYMENT
500,2/15/2017 14:40,PENDING_PAYMENT,Irapuato,Mxico,Central America,,LATAM,PAYMENT
