Product Id,Product Image,Product Name,Product Price,Category Id,Category Name
1,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
2,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
3,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
4,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
5,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
6,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
7,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
8,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
9,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
10,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
11,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
12,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
13,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
14,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
15,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
16,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
17,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
18,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
19,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
20,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
21,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
22,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
23,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
24,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
25,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
26,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
27,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
28,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
29,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
30,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
31,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
32,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
33,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
34,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
35,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
36,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
37,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
38,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
39,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
40,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
41,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
42,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
43,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
44,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
45,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
46,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
47,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
48,http://images.acmesports.sports/Smart+watch ,Smart watch ,327.75,73,Sporting Goods
49,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
50,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
51,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
52,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
53,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
54,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
55,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
56,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99000168,13,Electronics
57,http://images.acmesports.sports/Under+Armour+Women%27s+Micro+G+Skulpt+Running+Shoe,Under Armour Women's Micro G Skulpt Running S,54.97000122,12,Boxing & MMA
58,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
59,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
60,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
61,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
62,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,41,Trade-In
63,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+San+Diego+Chargers...,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,37,Electronics
64,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
65,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
66,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
67,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
68,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
69,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
70,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
71,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
72,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
73,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
74,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,41,Trade-In
75,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
76,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
77,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
78,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
79,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
80,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
81,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
82,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
83,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
84,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
85,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
86,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
87,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
88,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
89,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
90,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
91,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
92,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
93,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
94,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
95,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
96,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
97,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
98,http://images.acmesports.sports/Columbia+Men%27s+PFG+Anchor+Tough+T-Shirt,Columbia Men's PFG Anchor Tough T-Shirt,30.0,29,Shop By Sport
99,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
100,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
101,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
102,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
103,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
104,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
105,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
106,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
107,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
108,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
109,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
110,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
111,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
112,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,29,Shop By Sport
113,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
114,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
115,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,24,Women's Apparel
116,http://images.acmesports.sports/Titleist+Pro+V1x+Golf+Balls,Titleist Pro V1x Golf Balls,47.99000168,37,Electronics
117,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+Tennessee+Titans+Golf...,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,37,Electronics
118,http://images.acmesports.sports/Polar+FT4+Heart+Rate+Monitor,Polar FT4 Heart Rate Monitor,89.98999786,38,Kids' Golf Clubs
119,http://images.acmesports.sports/ENO+Atlas+Hammock+Straps,ENO Atlas Hammock Straps,29.98999977,44,Hunting & Shooting
120,http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,3,Baseball & Softball
121,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
122,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
123,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
124,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
125,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
126,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
127,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
128,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
129,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
130,http://images.acmesports.sports/Brooks+Women%27s+Ghost+6+Running+Shoe,Brooks Women's Ghost 6 Running Shoe,89.98999786,12,Boxing & MMA
131,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
132,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
133,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
134,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
135,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
136,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
137,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
138,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,9,Cardio Equipment
139,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,18,Men's Footwear
140,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,18,Men's Footwear
141,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,18,Men's Footwear
142,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,17,Cleats
143,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,18,Men's Footwear
144,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,43,Camping & Hiking
145,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,43,Camping & Hiking
146,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
147,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
148,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
149,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
150,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
151,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
152,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
153,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,64,Computers
154,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
155,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
156,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,64,Computers
157,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
158,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
159,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
160,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
161,http://images.acmesports.sports/Dell+Laptop,Dell Laptop,1500.0,64,Computers
162,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
163,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
164,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
165,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
166,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
167,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
168,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
169,http://images.acmesports.sports/Industrial+consumer+electronics,Industrial consumer electronics,252.8800049,65,Consumer Electronics
170,http://images.acmesports.sports/Web+Camera,Web Camera,452.0400085,62,Cameras 
